Country,Indicator,Year,Value
GAB,BCA,2005,1.983
GAB,BCA,2006,1.796
GAB,BCA,2007,1.838
GAB,BCA,2008,3.567
GAB,BCA,2009,0.777
GAB,BCA,2010,1.239
GAB,BCA,2011,2.613
GAB,BCA,2012,3.459
GAB,BCA,2013,2.566
GAB,BCA,2014,1.933
GAB,BCA,2015,-0.352
GAB,BCA,2016,0.14
GAB,BCA,2017,0.204
GAB,BCA,2018,0.051
GAB,BCA,2019,-0.299
GAB,BCA,2020,-0.58
GAB,BCA_NGDPD,1980,26.365
GAB,BCA_NGDPD,1981,15.033
GAB,BCA_NGDPD,1982,12.856
GAB,BCA_NGDPD,1983,11.792
GAB,BCA_NGDPD,1984,17.275
GAB,BCA_NGDPD,1985,9.649
GAB,BCA_NGDPD,1986,-18.704
GAB,BCA_NGDPD,1987,-6.944
GAB,BCA_NGDPD,1988,-14.238
GAB,BCA_NGDPD,1989,-3.837
GAB,BCA_NGDPD,1990,2.284
GAB,BCA_NGDPD,1991,1.525
GAB,BCA_NGDPD,1992,-3.657
GAB,BCA_NGDPD,1993,-0.971
GAB,BCA_NGDPD,1994,7.258
GAB,BCA_NGDPD,1995,8.487
GAB,BCA_NGDPD,1996,14.14
GAB,BCA_NGDPD,1997,9.038
GAB,BCA_NGDPD,1998,-12.542
GAB,BCA_NGDPD,1999,7.585
GAB,BCA_NGDPD,2000,17.897
GAB,BCA_NGDPD,2001,9.946
GAB,BCA_NGDPD,2002,6.093
GAB,BCA_NGDPD,2003,11.239
GAB,BCA_NGDPD,2004,11.545
GAB,BCA_NGDPD,2005,20.865
GAB,BCA_NGDPD,2006,17.281
GAB,BCA_NGDPD,2007,14.799
GAB,BCA_NGDPD,2008,21.891
GAB,BCA_NGDPD,2009,6.525
GAB,BCA_NGDPD,2010,7.811
GAB,BCA_NGDPD,2011,13.072
GAB,BCA_NGDPD,2012,21.33
GAB,BCA_NGDPD,2013,14.973
GAB,BCA_NGDPD,2014,11.25
GAB,BCA_NGDPD,2015,-2.346
GAB,BCA_NGDPD,2016,0.858
GAB,BCA_NGDPD,2017,1.155
GAB,BCA_NGDPD,2018,0.272
GAB,BCA_NGDPD,2019,-1.487
GAB,BCA_NGDPD,2020,-2.701
GMB,NGDP_R,1980,7.004
GMB,NGDP_R,1981,6.337
GMB,NGDP_R,1982,7.653
GMB,NGDP_R,1983,8.687
GMB,NGDP_R,1984,8.025
GMB,NGDP_R,1985,8.318
GMB,NGDP_R,1986,8.515
GMB,NGDP_R,1987,8.753
GMB,NGDP_R,1988,8.902
GMB,NGDP_R,1989,9.288
GMB,NGDP_R,1990,9.817
GMB,NGDP_R,1991,10.029
GMB,NGDP_R,1992,10.473
GMB,NGDP_R,1993,11.114
GMB,NGDP_R,1994,11.54
GMB,NGDP_R,1995,11.148
GMB,NGDP_R,1996,11.834
GMB,NGDP_R,1997,12.417
GMB,NGDP_R,1998,13.225
GMB,NGDP_R,1999,14.071
GMB,NGDP_R,2000,14.848
GMB,NGDP_R,2001,15.702
GMB,NGDP_R,2002,15.193
GMB,NGDP_R,2003,16.237
GMB,NGDP_R,2004,17.381
GMB,NGDP_R,2005,17.217
GMB,NGDP_R,2006,17.411
GMB,NGDP_R,2007,18.043
GMB,NGDP_R,2008,19.078
GMB,NGDP_R,2009,20.308
GMB,NGDP_R,2010,21.634
GMB,NGDP_R,2011,20.704
GMB,NGDP_R,2012,21.864
GMB,NGDP_R,2013,22.911
GMB,NGDP_R,2014,22.861
GMB,NGDP_R,2015,24.031
GMB,NGDP_R,2016,26.113
GMB,NGDP_R,2017,27.723
GMB,NGDP_R,2018,29.37
GMB,NGDP_R,2019,31.115
GMB,NGDP_R,2020,32.964
GMB,NGDP_RPCH,1980,0.705
GMB,NGDP_RPCH,1981,-9.523
GMB,NGDP_RPCH,1982,20.759
GMB,NGDP_RPCH,1983,13.518
GMB,NGDP_RPCH,1984,-7.62
GMB,NGDP_RPCH,1985,3.649
GMB,NGDP_RPCH,1986,2.364
GMB,NGDP_RPCH,1987,2.8
GMB,NGDP_RPCH,1988,1.702
GMB,NGDP_RPCH,1989,4.331
GMB,NGDP_RPCH,1990,5.696
GMB,NGDP_RPCH,1991,2.163
GMB,NGDP_RPCH,1992,4.421
GMB,NGDP_RPCH,1993,6.13
GMB,NGDP_RPCH,1994,3.833
GMB,NGDP_RPCH,1995,-3.398
GMB,NGDP_RPCH,1996,6.146
GMB,NGDP_RPCH,1997,4.934
GMB,NGDP_RPCH,1998,6.5
GMB,NGDP_RPCH,1999,6.399
GMB,NGDP_RPCH,2000,5.525
GMB,NGDP_RPCH,2001,5.753
GMB,NGDP_RPCH,2002,-3.247
GMB,NGDP_RPCH,2003,6.874
GMB,NGDP_RPCH,2004,7.046
GMB,NGDP_RPCH,2005,-0.942
GMB,NGDP_RPCH,2006,1.124
GMB,NGDP_RPCH,2007,3.631
GMB,NGDP_RPCH,2008,5.735
GMB,NGDP_RPCH,2009,6.45
GMB,NGDP_RPCH,2010,6.526
GMB,NGDP_RPCH,2011,-4.295
GMB,NGDP_RPCH,2012,5.6
GMB,NGDP_RPCH,2013,4.789
GMB,NGDP_RPCH,2014,-0.219
GMB,NGDP_RPCH,2015,5.119
GMB,NGDP_RPCH,2016,8.663
GMB,NGDP_RPCH,2017,6.168
GMB,NGDP_RPCH,2018,5.942
GMB,NGDP_RPCH,2019,5.942
GMB,NGDP_RPCH,2020,5.942
GMB,NGDP,1980,0.627
GMB,NGDP,1981,0.687
GMB,NGDP,1982,0.753
GMB,NGDP,1983,0.874
GMB,NGDP,1984,0.892
GMB,NGDP,1985,1.129
GMB,NGDP,1986,1.566
GMB,NGDP,1987,2.145
GMB,NGDP,1988,2.361
GMB,NGDP,1989,2.803
GMB,NGDP,1990,3.416
GMB,NGDP,1991,3.995
GMB,NGDP,1992,4.389
GMB,NGDP,1993,4.817
GMB,NGDP,1994,5.014
GMB,NGDP,1995,5.221
GMB,NGDP,1996,5.594
GMB,NGDP,1997,6.033
GMB,NGDP,1998,6.465
GMB,NGDP,1999,7.104
GMB,NGDP,2000,7.768
GMB,NGDP,2001,9.462
GMB,NGDP,2002,10.629
GMB,NGDP,2003,14.47
GMB,NGDP,2004,17.381
GMB,NGDP,2005,17.836
GMB,NGDP,2006,18.385
GMB,NGDP,2007,19.871
GMB,NGDP,2008,21.433
GMB,NGDP,2009,23.997
GMB,NGDP,2010,26.662
GMB,NGDP,2011,26.465
GMB,NGDP,2012,29.191
GMB,NGDP,2013,32.32
GMB,NGDP,2014,34.387
GMB,NGDP,2015,38.254
GMB,NGDP,2016,43.505
GMB,NGDP,2017,48.384
GMB,NGDP,2018,53.71
GMB,NGDP,2019,59.622
GMB,NGDP,2020,66.186
GMB,NGDPD,1980,0.364
GMB,NGDPD,1981,0.393
GMB,NGDPD,1982,0.346
GMB,NGDPD,1983,0.353
GMB,NGDPD,1984,0.303
GMB,NGDPD,1985,0.276
GMB,NGDPD,1986,0.31
GMB,NGDPD,1987,0.294
GMB,NGDPD,1988,0.35
GMB,NGDPD,1989,0.399
GMB,NGDPD,1990,0.42
GMB,NGDPD,1991,0.505
GMB,NGDPD,1992,0.481
GMB,NGDPD,1993,0.542
GMB,NGDPD,1994,0.529
GMB,NGDPD,1995,0.551
GMB,NGDPD,1996,0.578
GMB,NGDPD,1997,0.591
GMB,NGDPD,1998,0.607
GMB,NGDPD,1999,0.623
GMB,NGDPD,2000,0.608
GMB,NGDPD,2001,0.603
GMB,NGDPD,2002,0.534
GMB,NGDPD,2003,0.507
GMB,NGDPD,2004,0.579
GMB,NGDPD,2005,0.624
GMB,NGDPD,2006,0.655
GMB,NGDPD,2007,0.799
GMB,NGDPD,2008,0.966
GMB,NGDPD,2009,0.901
GMB,NGDPD,2010,0.952
GMB,NGDPD,2011,0.898
GMB,NGDPD,2012,0.91
GMB,NGDPD,2013,0.899
GMB,NGDPD,2014,0.825
GMB,NGDPD,2015,0.781
GMB,NGDPD,2016,0.817
GMB,NGDPD,2017,0.884
GMB,NGDPD,2018,0.958
GMB,NGDPD,2019,1.037
GMB,NGDPD,2020,1.123
GMB,NGDP_D,1980,8.956
GMB,NGDP_D,1981,10.847
GMB,NGDP_D,1982,9.845
GMB,NGDP_D,1983,10.065
GMB,NGDP_D,1984,11.111
GMB,NGDP_D,1985,13.567
GMB,NGDP_D,1986,18.395
GMB,NGDP_D,1987,24.503
GMB,NGDP_D,1988,26.517
GMB,NGDP_D,1989,30.183
GMB,NGDP_D,1990,34.801
GMB,NGDP_D,1991,39.835
GMB,NGDP_D,1992,41.913
GMB,NGDP_D,1993,43.338
GMB,NGDP_D,1994,43.45
GMB,NGDP_D,1995,46.828
GMB,NGDP_D,1996,47.268
GMB,NGDP_D,1997,48.587
GMB,NGDP_D,1998,48.885
GMB,NGDP_D,1999,50.487
GMB,NGDP_D,2000,52.319
GMB,NGDP_D,2001,60.26
GMB,NGDP_D,2002,69.962
GMB,NGDP_D,2003,89.115
GMB,NGDP_D,2004,100.0
GMB,NGDP_D,2005,103.594
GMB,NGDP_D,2006,105.595
GMB,NGDP_D,2007,110.129
GMB,NGDP_D,2008,112.344
GMB,NGDP_D,2009,118.163
GMB,NGDP_D,2010,123.243
GMB,NGDP_D,2011,127.822
GMB,NGDP_D,2012,133.513
GMB,NGDP_D,2013,141.068
GMB,NGDP_D,2014,150.422
GMB,NGDP_D,2015,159.189
GMB,NGDP_D,2016,166.604
GMB,NGDP_D,2017,174.525
GMB,NGDP_D,2018,182.871
GMB,NGDP_D,2019,191.617
GMB,NGDP_D,2020,200.781
GMB,NGDPRPC,1980,11922.54
GMB,NGDPRPC,1981,10159.894
GMB,NGDPRPC,1982,11831.276
GMB,NGDPRPC,1983,12914.186
GMB,NGDPRPC,1984,11461.374
GMB,NGDPRPC,1985,11412.846
GMB,NGDPRPC,1986,11223.573
GMB,NGDPRPC,1987,11084.506
GMB,NGDPRPC,1988,10830.261
GMB,NGDPRPC,1989,10855.383
GMB,NGDPRPC,1990,11022.865
GMB,NGDPRPC,1991,10818.82
GMB,NGDPRPC,1992,10853.172
GMB,NGDPRPC,1993,10881.367
GMB,NGDPRPC,1994,10920.033
GMB,NGDPRPC,1995,10230.086
GMB,NGDPRPC,1996,10542.591
GMB,NGDPRPC,1997,10582.929
GMB,NGDPRPC,1998,10942.582
GMB,NGDPRPC,1999,11173.489
GMB,NGDPRPC,2000,11447.391
GMB,NGDPRPC,2001,11756.201
GMB,NGDPRPC,2002,11040.854
GMB,NGDPRPC,2003,11452.097
GMB,NGDPRPC,2004,11900.762
GMB,NGDPRPC,2005,11450.129
GMB,NGDPRPC,2006,11252.704
GMB,NGDPRPC,2007,11338.147
GMB,NGDPRPC,2008,11660.449
GMB,NGDPRPC,2009,12075.75
GMB,NGDPRPC,2010,12516.575
GMB,NGDPRPC,2011,11657.198
GMB,NGDPRPC,2012,11979.308
GMB,NGDPRPC,2013,12215.794
GMB,NGDPRPC,2014,11861.614
GMB,NGDPRPC,2015,12133.874
GMB,NGDPRPC,2016,12830.821
GMB,NGDPRPC,2017,13256.248
GMB,NGDPRPC,2018,13666.657
GMB,NGDPRPC,2019,14089.771
GMB,NGDPRPC,2020,14525.985
GMB,NGDPPC,1980,1067.776
GMB,NGDPPC,1981,1102.088
GMB,NGDPPC,1982,1164.791
GMB,NGDPPC,1983,1299.808
GMB,NGDPPC,1984,1273.47
GMB,NGDPPC,1985,1548.4
GMB,NGDPPC,1986,2064.584
GMB,NGDPPC,1987,2716.018
GMB,NGDPPC,1988,2871.808
GMB,NGDPPC,1989,3276.515
GMB,NGDPPC,1990,3836.057
GMB,NGDPPC,1991,4309.731
GMB,NGDPPC,1992,4548.837
GMB,NGDPPC,1993,4715.801
GMB,NGDPPC,1994,4744.772
GMB,NGDPPC,1995,4790.573
GMB,NGDPPC,1996,4983.275
GMB,NGDPPC,1997,5141.927
GMB,NGDPPC,1998,5349.235
GMB,NGDPPC,1999,5641.169
GMB,NGDPPC,2000,5989.193
GMB,NGDPPC,2001,7084.32
GMB,NGDPPC,2002,7724.435
GMB,NGDPPC,2003,10205.55
GMB,NGDPPC,2004,11900.762
GMB,NGDPPC,2005,11861.61
GMB,NGDPPC,2006,11882.278
GMB,NGDPPC,2007,12486.598
GMB,NGDPPC,2008,13099.837
GMB,NGDPPC,2009,14269.019
GMB,NGDPPC,2010,15425.846
GMB,NGDPPC,2011,14900.475
GMB,NGDPPC,2012,15993.941
GMB,NGDPPC,2013,17232.587
GMB,NGDPPC,2014,17842.426
GMB,NGDPPC,2015,19315.756
GMB,NGDPPC,2016,21376.658
GMB,NGDPPC,2017,23135.443
GMB,NGDPPC,2018,24992.394
GMB,NGDPPC,2019,26998.391
GMB,NGDPPC,2020,29165.399
GMB,NGDPDPC,1980,620.446
GMB,NGDPDPC,1981,630.642
GMB,NGDPDPC,1982,534.666
GMB,NGDPDPC,1983,525.046
GMB,NGDPDPC,1984,432.505
GMB,NGDPDPC,1985,378.033
GMB,NGDPDPC,1986,408.093
GMB,NGDPDPC,1987,372.085
GMB,NGDPDPC,1988,426.077
GMB,NGDPDPC,1989,466.109
GMB,NGDPDPC,1990,471.576
GMB,NGDPDPC,1991,545.214
GMB,NGDPDPC,1992,498.061
GMB,NGDPDPC,1993,530.269
GMB,NGDPDPC,1994,500.711
GMB,NGDPDPC,1995,505.232
GMB,NGDPDPC,1996,514.95
GMB,NGDPDPC,1997,504.103
GMB,NGDPDPC,1998,502.601
GMB,NGDPDPC,1999,495.053
GMB,NGDPDPC,2000,468.359
GMB,NGDPDPC,2001,451.6
GMB,NGDPDPC,2002,387.815
GMB,NGDPDPC,2003,357.707
GMB,NGDPDPC,2004,396.295
GMB,NGDPDPC,2005,415.098
GMB,NGDPDPC,2006,423.373
GMB,NGDPDPC,2007,502.005
GMB,NGDPDPC,2008,590.286
GMB,NGDPDPC,2009,535.536
GMB,NGDPDPC,2010,550.688
GMB,NGDPDPC,2011,505.761
GMB,NGDPDPC,2012,498.609
GMB,NGDPDPC,2013,479.248
GMB,NGDPDPC,2014,428.287
GMB,NGDPDPC,2015,394.561
GMB,NGDPDPC,2016,401.247
GMB,NGDPDPC,2017,422.893
GMB,NGDPDPC,2018,445.804
GMB,NGDPDPC,2019,469.655
GMB,NGDPDPC,2020,494.681
GMB,NGAP_NPGDP,1980,
GMB,NGAP_NPGDP,1981,
GMB,NGAP_NPGDP,1982,
GMB,NGAP_NPGDP,1983,
GMB,NGAP_NPGDP,1984,
GMB,NGAP_NPGDP,1985,
GMB,NGAP_NPGDP,1986,
GMB,NGAP_NPGDP,1987,
GMB,NGAP_NPGDP,1988,
GMB,NGAP_NPGDP,1989,
GMB,NGAP_NPGDP,1990,
GMB,NGAP_NPGDP,1991,
GMB,NGAP_NPGDP,1992,
GMB,NGAP_NPGDP,1993,
GMB,NGAP_NPGDP,1994,
GMB,NGAP_NPGDP,1995,
GMB,NGAP_NPGDP,1996,
GMB,NGAP_NPGDP,1997,
GMB,NGAP_NPGDP,1998,
GMB,NGAP_NPGDP,1999,
GMB,NGAP_NPGDP,2000,
GMB,NGAP_NPGDP,2001,
GMB,NGAP_NPGDP,2002,
GMB,NGAP_NPGDP,2003,
GMB,NGAP_NPGDP,2004,
GMB,NGAP_NPGDP,2005,
GMB,NGAP_NPGDP,2006,
GMB,NGAP_NPGDP,2007,
GMB,NGAP_NPGDP,2008,
GMB,NGAP_NPGDP,2009,
GMB,NGAP_NPGDP,2010,
GMB,NGAP_NPGDP,2011,
GMB,NGAP_NPGDP,2012,
GMB,NGAP_NPGDP,2013,
GMB,NGAP_NPGDP,2014,
GMB,NGAP_NPGDP,2015,
GMB,NGAP_NPGDP,2016,
GMB,NGAP_NPGDP,2017,
GMB,NGAP_NPGDP,2018,
GMB,NGAP_NPGDP,2019,
GMB,NGAP_NPGDP,2020,
GMB,PPPGDP,1980,0.387
GMB,PPPGDP,1981,0.383
GMB,PPPGDP,1982,0.491
GMB,PPPGDP,1983,0.579
GMB,PPPGDP,1984,0.554
GMB,PPPGDP,1985,0.593
GMB,PPPGDP,1986,0.619
GMB,PPPGDP,1987,0.653
GMB,PPPGDP,1988,0.687
GMB,PPPGDP,1989,0.745
GMB,PPPGDP,1990,0.816
GMB,PPPGDP,1991,0.861
GMB,PPPGDP,1992,0.92
GMB,PPPGDP,1993,1.0
GMB,PPPGDP,1994,1.06
GMB,PPPGDP,1995,1.045
GMB,PPPGDP,1996,1.13
GMB,PPPGDP,1997,1.206
GMB,PPPGDP,1998,1.298
GMB,PPPGDP,1999,1.402
GMB,PPPGDP,2000,1.514
GMB,PPPGDP,2001,1.637
GMB,PPPGDP,2002,1.608
GMB,PPPGDP,2003,1.753
GMB,PPPGDP,2004,1.928
GMB,PPPGDP,2005,1.972
GMB,PPPGDP,2006,2.055
GMB,PPPGDP,2007,2.186
GMB,PPPGDP,2008,2.357
GMB,PPPGDP,2009,2.528
GMB,PPPGDP,2010,2.726
GMB,PPPGDP,2011,2.663
GMB,PPPGDP,2012,2.862
GMB,PPPGDP,2013,3.044
GMB,PPPGDP,2014,3.082
GMB,PPPGDP,2015,3.268
GMB,PPPGDP,2016,3.605
GMB,PPPGDP,2017,3.906
GMB,PPPGDP,2018,4.227
GMB,PPPGDP,2019,4.567
GMB,PPPGDP,2020,4.934
GMB,PPPPC,1980,658.642
GMB,PPPPC,1981,613.674
GMB,PPPPC,1982,758.967
GMB,PPPPC,1983,861.137
GMB,PPPPC,1984,791.385
GMB,PPPPC,1985,813.252
GMB,PPPPC,1986,815.889
GMB,PPPPC,1987,826.345
GMB,PPPPC,1988,835.654
GMB,PPPPC,1989,870.163
GMB,PPPPC,1990,916.27
GMB,PPPPC,1991,929.242
GMB,PPPPC,1992,953.444
GMB,PPPPC,1993,978.662
GMB,PPPPC,1994,1003.044
GMB,PPPPC,1995,959.267
GMB,PPPPC,1996,1006.612
GMB,PPPPC,1997,1027.765
GMB,PPPPC,1998,1074.223
GMB,PPPPC,1999,1113.678
GMB,PPPPC,2000,1166.939
GMB,PPPPC,2001,1225.731
GMB,PPPPC,2002,1168.82
GMB,PPPPC,2003,1236.529
GMB,PPPPC,2004,1320.309
GMB,PPPPC,2005,1311.184
GMB,PPPPC,2006,1328.171
GMB,PPPPC,2007,1373.866
GMB,PPPPC,2008,1440.636
GMB,PPPPC,2009,1503.276
GMB,PPPPC,2010,1577.191
GMB,PPPPC,2011,1499.225
GMB,PPPPC,2012,1568.313
GMB,PPPPC,2013,1623.102
GMB,PPPPC,2014,1599.018
GMB,PPPPC,2015,1650.262
GMB,PPPPC,2016,1771.19
GMB,PPPPC,2017,1867.58
GMB,PPPPC,2018,1966.781
GMB,PPPPC,2019,2068.088
GMB,PPPPC,2020,2174.237
GMB,PPPSH,1980,0.003
GMB,PPPSH,1981,0.003
GMB,PPPSH,1982,0.003
GMB,PPPSH,1983,0.004
GMB,PPPSH,1984,0.003
GMB,PPPSH,1985,0.003
GMB,PPPSH,1986,0.003
GMB,PPPSH,1987,0.003
GMB,PPPSH,1988,0.003
GMB,PPPSH,1989,0.003
GMB,PPPSH,1990,0.003
GMB,PPPSH,1991,0.003
GMB,PPPSH,1992,0.003
GMB,PPPSH,1993,0.003
GMB,PPPSH,1994,0.003
GMB,PPPSH,1995,0.003
GMB,PPPSH,1996,0.003
GMB,PPPSH,1997,0.003
GMB,PPPSH,1998,0.003
GMB,PPPSH,1999,0.003
GMB,PPPSH,2000,0.003
GMB,PPPSH,2001,0.003
GMB,PPPSH,2002,0.003
GMB,PPPSH,2003,0.003
GMB,PPPSH,2004,0.003
GMB,PPPSH,2005,0.003
GMB,PPPSH,2006,0.003
GMB,PPPSH,2007,0.003
GMB,PPPSH,2008,0.003
GMB,PPPSH,2009,0.003
GMB,PPPSH,2010,0.003
GMB,PPPSH,2011,0.003
GMB,PPPSH,2012,0.003
GMB,PPPSH,2013,0.003
GMB,PPPSH,2014,0.003
GMB,PPPSH,2015,0.003
GMB,PPPSH,2016,0.003
GMB,PPPSH,2017,0.003
GMB,PPPSH,2018,0.003
GMB,PPPSH,2019,0.003
GMB,PPPSH,2020,0.003
GMB,PPPEX,1980,1.621
GMB,PPPEX,1981,1.796
GMB,PPPEX,1982,1.535
GMB,PPPEX,1983,1.509
GMB,PPPEX,1984,1.609
GMB,PPPEX,1985,1.904
GMB,PPPEX,1986,2.53
GMB,PPPEX,1987,3.287
GMB,PPPEX,1988,3.437
GMB,PPPEX,1989,3.765
GMB,PPPEX,1990,4.187
GMB,PPPEX,1991,4.638
GMB,PPPEX,1992,4.771
GMB,PPPEX,1993,4.819
GMB,PPPEX,1994,4.73
GMB,PPPEX,1995,4.994
GMB,PPPEX,1996,4.951
GMB,PPPEX,1997,5.003
GMB,PPPEX,1998,4.98
GMB,PPPEX,1999,5.065
GMB,PPPEX,2000,5.132
GMB,PPPEX,2001,5.78
GMB,PPPEX,2002,6.609
GMB,PPPEX,2003,8.253
GMB,PPPEX,2004,9.014
GMB,PPPEX,2005,9.046
GMB,PPPEX,2006,8.946
GMB,PPPEX,2007,9.089
GMB,PPPEX,2008,9.093
GMB,PPPEX,2009,9.492
GMB,PPPEX,2010,9.781
GMB,PPPEX,2011,9.939
GMB,PPPEX,2012,10.198
GMB,PPPEX,2013,10.617
GMB,PPPEX,2014,11.158
GMB,PPPEX,2015,11.705
GMB,PPPEX,2016,12.069
GMB,PPPEX,2017,12.388
GMB,PPPEX,2018,12.707
GMB,PPPEX,2019,13.055
GMB,PPPEX,2020,13.414
GMB,NID_NGDP,1980,3.733
GMB,NID_NGDP,1981,7.091
GMB,NID_NGDP,1982,6.47
GMB,NID_NGDP,1983,5.789
GMB,NID_NGDP,1984,5.887
GMB,NID_NGDP,1985,5.499
GMB,NID_NGDP,1986,3.991
GMB,NID_NGDP,1987,5.082
GMB,NID_NGDP,1988,4.033
GMB,NID_NGDP,1989,4.565
GMB,NID_NGDP,1990,5.303
GMB,NID_NGDP,1991,4.87
GMB,NID_NGDP,1992,5.061
GMB,NID_NGDP,1993,5.278
GMB,NID_NGDP,1994,4.685
GMB,NID_NGDP,1995,6.904
GMB,NID_NGDP,1996,6.779
GMB,NID_NGDP,1997,6.921
GMB,NID_NGDP,1998,5.802
GMB,NID_NGDP,1999,5.304
GMB,NID_NGDP,2000,4.562
GMB,NID_NGDP,2001,11.173
GMB,NID_NGDP,2002,7.278
GMB,NID_NGDP,2003,10.039
GMB,NID_NGDP,2004,24.217
GMB,NID_NGDP,2005,21.984
GMB,NID_NGDP,2006,24.277
GMB,NID_NGDP,2007,19.09
GMB,NID_NGDP,2008,15.883
GMB,NID_NGDP,2009,19.614
GMB,NID_NGDP,2010,21.319
GMB,NID_NGDP,2011,18.939
GMB,NID_NGDP,2012,27.79
GMB,NID_NGDP,2013,20.024
GMB,NID_NGDP,2014,23.422
GMB,NID_NGDP,2015,22.326
GMB,NID_NGDP,2016,22.291
GMB,NID_NGDP,2017,23.852
GMB,NID_NGDP,2018,23.882
GMB,NID_NGDP,2019,24.371
GMB,NID_NGDP,2020,24.372
GMB,NGSD_NGDP,1980,0.0
GMB,NGSD_NGDP,1981,10.109
GMB,NGSD_NGDP,1982,15.414
GMB,NGSD_NGDP,1983,14.428
GMB,NGSD_NGDP,1984,11.295
GMB,NGSD_NGDP,1985,12.398
GMB,NGSD_NGDP,1986,10.178
GMB,NGSD_NGDP,1987,12.116
GMB,NGSD_NGDP,1988,13.488
GMB,NGSD_NGDP,1989,13.474
GMB,NGSD_NGDP,1990,12.299
GMB,NGSD_NGDP,1991,12.892
GMB,NGSD_NGDP,1992,13.42
GMB,NGSD_NGDP,1993,11.026
GMB,NGSD_NGDP,1994,10.641
GMB,NGSD_NGDP,1995,15.536
GMB,NGSD_NGDP,1996,8.972
GMB,NGSD_NGDP,1997,12.983
GMB,NGSD_NGDP,1998,11.367
GMB,NGSD_NGDP,1999,10.721
GMB,NGSD_NGDP,2000,-1.117
GMB,NGSD_NGDP,2001,5.7
GMB,NGSD_NGDP,2002,1.215
GMB,NGSD_NGDP,2003,2.722
GMB,NGSD_NGDP,2004,19.696
GMB,NGSD_NGDP,2005,11.639
GMB,NGSD_NGDP,2006,17.364
GMB,NGSD_NGDP,2007,10.793
GMB,NGSD_NGDP,2008,3.653
GMB,NGSD_NGDP,2009,7.084
GMB,NGSD_NGDP,2010,5.026
GMB,NGSD_NGDP,2011,6.657
GMB,NGSD_NGDP,2012,19.866
GMB,NGSD_NGDP,2013,9.332
GMB,NGSD_NGDP,2014,10.686
GMB,NGSD_NGDP,2015,10.611
GMB,NGSD_NGDP,2016,12.269
GMB,NGSD_NGDP,2017,14.613
GMB,NGSD_NGDP,2018,15.061
GMB,NGSD_NGDP,2019,15.654
GMB,NGSD_NGDP,2020,11.576
GMB,PCPI,1980,20.415
GMB,PCPI,1981,22.031
GMB,PCPI,1982,23.846
GMB,PCPI,1983,26.384
GMB,PCPI,1984,32.217
GMB,PCPI,1985,38.119
GMB,PCPI,1986,59.677
GMB,PCPI,1987,73.827
GMB,PCPI,1988,82.354
GMB,PCPI,1989,89.152
GMB,PCPI,1990,100.0
GMB,PCPI,1991,108.642
GMB,PCPI,1992,118.946
GMB,PCPI,1993,126.637
GMB,PCPI,1994,128.803
GMB,PCPI,1995,137.795
GMB,PCPI,1996,139.31
GMB,PCPI,1997,143.184
GMB,PCPI,1998,144.78
GMB,PCPI,1999,150.291
GMB,PCPI,2000,151.57
GMB,PCPI,2001,158.379
GMB,PCPI,2002,172.015
GMB,PCPI,2003,201.312
GMB,PCPI,2004,230.074
GMB,PCPI,2005,241.484
GMB,PCPI,2006,246.448
GMB,PCPI,2007,259.682
GMB,PCPI,2008,271.24
GMB,PCPI,2009,283.593
GMB,PCPI,2010,297.913
GMB,PCPI,2011,312.201
GMB,PCPI,2012,326.703
GMB,PCPI,2013,343.771
GMB,PCPI,2014,365.327
GMB,PCPI,2015,387.794
GMB,PCPI,2016,407.766
GMB,PCPI,2017,428.154
GMB,PCPI,2018,449.562
GMB,PCPI,2019,472.04
GMB,PCPI,2020,495.642
GMB,PCPIPCH,1980,5.019
GMB,PCPIPCH,1981,7.92
GMB,PCPIPCH,1982,8.235
GMB,PCPIPCH,1983,10.645
GMB,PCPIPCH,1984,22.106
GMB,PCPIPCH,1985,18.32
GMB,PCPIPCH,1986,56.556
GMB,PCPIPCH,1987,23.712
GMB,PCPIPCH,1988,11.549
GMB,PCPIPCH,1989,8.255
GMB,PCPIPCH,1990,12.168
GMB,PCPIPCH,1991,8.642
GMB,PCPIPCH,1992,9.484
GMB,PCPIPCH,1993,6.466
GMB,PCPIPCH,1994,1.71
GMB,PCPIPCH,1995,6.981
GMB,PCPIPCH,1996,1.099
GMB,PCPIPCH,1997,2.781
GMB,PCPIPCH,1998,1.114
GMB,PCPIPCH,1999,3.807
GMB,PCPIPCH,2000,0.851
GMB,PCPIPCH,2001,4.492
GMB,PCPIPCH,2002,8.61
GMB,PCPIPCH,2003,17.032
GMB,PCPIPCH,2004,14.287
GMB,PCPIPCH,2005,4.959
GMB,PCPIPCH,2006,2.056
GMB,PCPIPCH,2007,5.37
GMB,PCPIPCH,2008,4.451
GMB,PCPIPCH,2009,4.554
GMB,PCPIPCH,2010,5.049
GMB,PCPIPCH,2011,4.796
GMB,PCPIPCH,2012,4.645
GMB,PCPIPCH,2013,5.224
GMB,PCPIPCH,2014,6.27
GMB,PCPIPCH,2015,6.15
GMB,PCPIPCH,2016,5.15
GMB,PCPIPCH,2017,5.0
GMB,PCPIPCH,2018,5.0
GMB,PCPIPCH,2019,5.0
GMB,PCPIPCH,2020,5.0
GMB,PCPIE,1980,20.685
GMB,PCPIE,1981,21.538
GMB,PCPIE,1982,24.28
GMB,PCPIE,1983,28.016
GMB,PCPIE,1984,34.93
